hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,78,1,1,2,2,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,181,0,0
Resort Hotel,4,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,172,0,3
Resort Hotel,5,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,157.59,0,1
Resort Hotel,3,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,211.75,1,3
Resort Hotel,85,2,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,246,0,1
Resort Hotel,137,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.54,0,1
Resort Hotel,67,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,186,0,0
Resort Hotel,54,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,205,0,1
Resort Hotel,87,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,1
Resort Hotel,54,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,200.71,0,0
Resort Hotel,12,2,5,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,252,1,1
Resort Hotel,60,2,5,2,2,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,135.2,0,0
Resort Hotel,75,2,5,2,2,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,276.43,1,3
Resort Hotel,54,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,228,0,0
Resort Hotel,126,2,5,2,0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,1,2
Resort Hotel,54,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,205,0,1
Resort Hotel,84,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134,0,2
Resort Hotel,106,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.7,0,1
Resort Hotel,136,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,90.95,0,1
Resort Hotel,98,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,138,0,0
Resort Hotel,91,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134,0,1
Resort Hotel,58,2,6,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient,173,0,0
Resort Hotel,61,4,9,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,165.69,1,0
Resort Hotel,0,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,195,0,0
Resort Hotel,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,127.31,0,0
Resort Hotel,2,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,134,0,1
Resort Hotel,9,2,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,207,0,2
Resort Hotel,10,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,211.5,0,1
Resort Hotel,62,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,0,Transient,210.33,1,2
Resort Hotel,34,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,211,0,1
Resort Hotel,82,2,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,65,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,145.4,0,0
Resort Hotel,129,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.25,0,0
Resort Hotel,55,2,4,2,0,0,HB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,179.38,0,0
Resort Hotel,122,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,166,0,2
Resort Hotel,41,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,202,0,2
Resort Hotel,41,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,172,0,2
Resort Hotel,81,2,4,2,1,1,FB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,277,1,1
Resort Hotel,59,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,104,0,0
Resort Hotel,72,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,0,1
Resort Hotel,68,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,214,0,0
Resort Hotel,81,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130,0,0
Resort Hotel,72,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,68,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,106.4,0,0
Resort Hotel,127,4,10,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,133,0,1
Resort Hotel,127,4,10,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,120,0,1
Resort Hotel,5,0,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,0,0,2
Resort Hotel,68,1,2,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,254,1,1
Resort Hotel,47,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,192,0,1
Resort Hotel,19,1,2,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,221,0,2
Resort Hotel,72,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,30,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,211,0,0
Resort Hotel,139,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,147.6,0,1
Resort Hotel,112,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,129,0,0
Resort Hotel,63,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,205,0,0
Resort Hotel,35,1,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,147.07,0,1
Resort Hotel,75,1,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.2,0,0
Resort Hotel,136,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,179.1,1,1
Resort Hotel,35,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,164.65,0,1
Resort Hotel,63,1,5,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,200,0,1
Resort Hotel,77,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134,0,0
Resort Hotel,62,2,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,233,0,0
Resort Hotel,95,2,5,4,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,0,Transient,190,0,0
Resort Hotel,101,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,196,0,2
Resort Hotel,38,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,185.57,0,2
Resort Hotel,60,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,175,0,1
Resort Hotel,60,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,175,0,1
Resort Hotel,76,3,8,2,0,0,HB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,169,0,1
Resort Hotel,90,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,0,0,2
Resort Hotel,90,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,0,0,2
Resort Hotel,87,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,134,0,0
Resort Hotel,31,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,211,0,2
Resort Hotel,74,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,134,0,1
Resort Hotel,120,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,1
Resort Hotel,120,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,1
Resort Hotel,120,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,1
Resort Hotel,116,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,164,0,0
Resort Hotel,83,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,80,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,27,0,4,1,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,207,0,2
Resort Hotel,78,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,214,0,0
Resort Hotel,117,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,186,0,1
Resort Hotel,70,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,85,0,5,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,162.3,0,3
Resort Hotel,117,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,186,0,1
Resort Hotel,22,1,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,241,0,0
Resort Hotel,34,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,274.93,0,2
Resort Hotel,68,2,5,2,0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,156.73,0,0
Resort Hotel,69,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,156.73,0,0
Resort Hotel,85,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,134,0,2
Resort Hotel,102,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134,0,1
Resort Hotel,31,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,211,0,1
Resort Hotel,49,2,8,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,200.7,1,2
Resort Hotel,84,2,8,2,1,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,142.26,0,1
Resort Hotel,102,2,10,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,196,0,2
Resort Hotel,66,2,10,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient,129.41,0,1
Resort Hotel,80,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.02,0,0
Resort Hotel,85,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,33,0,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,191,0,0
Resort Hotel,1,0,1,2,0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,191,0,2
Resort Hotel,33,0,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,G,G,0,No Deposit,0,Transient-Party,252,0,1
Resort Hotel,47,0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,157.08,0,2
Resort Hotel,2,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,258.33,0,1
Resort Hotel,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,211,0,3
Resort Hotel,22,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,211,0,3
Resort Hotel,55,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,133.21,0,0
Resort Hotel,68,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,173.5,0,0
Resort Hotel,128,2,8,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,90.95,0,1
Resort Hotel,128,2,8,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,90.95,0,1
Resort Hotel,128,2,8,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,90.95,0,1
Resort Hotel,78,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134,0,0
Resort Hotel,85,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,0,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,172,0,1
Resort Hotel,9,0,1,2,0,0,BB,CN,Corporate,Corporate,0,0,0,E,F,0,No Deposit,0,Transient,184.45,1,0
Resort Hotel,1,0,1,3,0,0,BB,IRL,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0,Transient,158,1,1
Resort Hotel,9,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,0,Transient,184.45,0,0
Resort Hotel,120,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,72,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.14,0,1
Resort Hotel,23,0,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Contract,168.8,0,0
Resort Hotel,8,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,178.33,0,2
Resort Hotel,47,0,3,2,1,1,HB,RUS,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,255,0,2
Resort Hotel,8,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,178.33,0,2
Resort Hotel,135,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,196,0,1
Resort Hotel,76,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.91,0,1
Resort Hotel,15,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,211,0,0
Resort Hotel,23,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,187.2,0,2
Resort Hotel,87,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,154,0,2
Resort Hotel,19,2,3,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,243,0,1
Resort Hotel,21,2,3,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0,Transient-Party,222.2,0,2
Resort Hotel,19,2,3,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,243,0,2
Resort Hotel,23,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,178.2,0,2
Resort Hotel,89,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Contract,107.2,0,2
Resort Hotel,51,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,0,2
Resort Hotel,0,0,1,2,2,0,BB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,203,0,0
Resort Hotel,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,0,Transient,173,0,0
Resort Hotel,0,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient-Party,172,0,2
Resort Hotel,0,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,0,0,1,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient-Party,172,0,2
Resort Hotel,38,0,2,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,266.4,0,2
Resort Hotel,21,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,236,0,1
Resort Hotel,34,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,271,0,0
Resort Hotel,51,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,232,0,1
Resort Hotel,38,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,223,0,1
Resort Hotel,0,1,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,178.67,0,2
Resort Hotel,84,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,0,0
Resort Hotel,63,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,195.5,0,0
Resort Hotel,7,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,167.25,0,0
Resort Hotel,91,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,209,0,0
Resort Hotel,81,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,166,1,0
Resort Hotel,6,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,195.8,1,1
Resort Hotel,64,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,229,0,1
Resort Hotel,52,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,2,No Deposit,0,Transient,160,1,0
Resort Hotel,22,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,266,0,0
Resort Hotel,150,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,1
Resort Hotel,64,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,0
Resort Hotel,22,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,0,Transient,262,0,2
Resort Hotel,3,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,No Deposit,0,Transient,182.5,0,1
Resort Hotel,68,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,157,0,1
Resort Hotel,35,2,2,2,0,0,HB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0,Transient,234,1,0
Resort Hotel,2,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,242.5,0,0
Resort Hotel,68,2,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,157,0,1
Resort Hotel,11,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,158.4,0,2
Resort Hotel,80,2,3,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,208,0,3
Resort Hotel,80,2,3,3,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,183.45,0,1
Resort Hotel,72,2,3,3,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,131.2,0,1
Resort Hotel,80,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,0,1
Resort Hotel,77,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,135,0,1
Resort Hotel,80,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,0,1
Resort Hotel,31,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,248,0,1
Resort Hotel,77,2,4,3,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,209.2,0,0
Resort Hotel,93,2,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,0
Resort Hotel,31,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,299.33,1,1
Resort Hotel,89,2,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,156.45,0,1
Resort Hotel,68,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135,0,0
Resort Hotel,72,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,149,0,0
Resort Hotel,65,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,0
Resort Hotel,71,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135,0,0
Resort Hotel,65,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135,0,0
Resort Hotel,89,2,5,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,145.75,1,1
Resort Hotel,98,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,132.6,0,1
Resort Hotel,26,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,200.71,1,0
Resort Hotel,67,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,198.71,0,0
Resort Hotel,54,2,5,3,1,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,218,0,0
Resort Hotel,75,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.65,0,0
Resort Hotel,78,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,186,0,0
Resort Hotel,53,2,6,2,1,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,160,0,0
Resort Hotel,65,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,188.71,0,0
Resort Hotel,84,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,1
Resort Hotel,47,6,12,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,181.94,0,0
Resort Hotel,37,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,172,0,0
Resort Hotel,37,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,172,0,0
Resort Hotel,4,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,0,Transient,185,0,0
Resort Hotel,37,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,172,0,0
Resort Hotel,37,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,172,0,0
Resort Hotel,12,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,0,Transient,184.45,0,0
Resort Hotel,0,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,0,Group,195,0,0
Resort Hotel,37,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,172,0,0
Resort Hotel,37,1,0,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,172,0,0
Resort Hotel,2,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,153,0,1
